run_id,model,app_variant,run_hint_profile,phase,phase_request_id,subrequest_index,runtime_context_id,sglang_request_id,external_request_id,request_received_timestamp,request_attached_timestamp,request_completed_timestamp,ttft_ms,request_received_to_completed_ms,prompt_tokens,completion_tokens,cached_token_count,recomputed_prefix_tokens,cache_hit,cache_reuse_ratio,hint_priority,hint_reuse_likelihood,hint_latency_sensitivity,hint_expected_output_tokens,hint_agent_phase,hint_profile,hint_probe_id,transfer_request_id_matched,transfer_event_count_for_request,transfer_request_id_source,transfer_device_to_host_kv_mb_for_request,transfer_host_to_device_kv_mb_for_request,transfer_cuda_sync_ms_for_request,transfer_has_device_to_host_for_request,transfer_has_host_to_device_for_request,transfer_time_window_matched,transfer_event_count_for_time_window,transfer_time_window_source,transfer_device_to_host_kv_mb_for_time_window,transfer_host_to_device_kv_mb_for_time_window,transfer_cuda_sync_ms_for_time_window,transfer_has_device_to_host_for_time_window,transfer_has_host_to_device_for_time_window
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,planning,agentbench-nodebb_20260602_160531::planning::0,0,18036e4b-d910-45f7-8a22-c6977aa27998,36f8989d735b42cb90022c73c0dc0d79,agentbench-nodebb_20260602_160531::planning::0,2026-06-02T21:05:32.671741Z,2026-06-02T21:05:33.166807Z,2026-06-02T21:05:45.509788Z,495.06600000000003,12838.046999999999,10062,370,8640,1422,True,0.8586762075134168,5,1.0,0.5,768,planning,high-reuse,agentbench-nodebb_20260602_160531::planning::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,98.0,0.0,97.913755,True,False,,,,,,,,
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,execution,agentbench-nodebb_20260602_160531::execution::0,0,7cbe99f2-d75f-4097-b89f-a81f150068b8,5b436a915455439fa61a46dc54a794fb,agentbench-nodebb_20260602_160531::execution::0,2026-06-02T21:05:45.681627Z,2026-06-02T21:05:46.293578Z,2026-06-02T21:05:50.480079Z,611.951,4798.452,10449,126,8640,1809,True,0.8268733850129198,5,1.0,0.5,2048,execution,high-reuse,agentbench-nodebb_20260602_160531::execution::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,105.0,0.0,99.69307500000001,True,False,,,,,,,,
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,execution,agentbench-nodebb_20260602_160531::execution::0,1,b3aec73f-8172-4fc0-8d57-43c8598300d2,4979ed006a604b0ca2f579a31b9af8ac,agentbench-nodebb_20260602_160531::execution::0,2026-06-02T21:05:50.628424Z,2026-06-02T21:05:50.736753Z,2026-06-02T21:05:51.442076Z,108.329,813.652,10643,23,10496,147,True,0.986188104857653,5,1.0,0.5,2048,execution,high-reuse,agentbench-nodebb_20260602_160531::execution::0,True,1,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,7.0,0.0,33.832713,True,False,,,,,,,,
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-nodebb_20260602_160531::patch_generation::0,0,79a77e4d-1ea4-4799-b516-d52340972b5c,8d353dd9a781430bac1102bf7590e767,agentbench-nodebb_20260602_160531::patch_generation::0,2026-06-02T21:05:51.596735Z,2026-06-02T21:05:51.811594Z,2026-06-02T21:05:52.945459Z,214.85899999999998,1348.724,9010,35,8576,434,True,0.9518312985571588,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-nodebb_20260602_160531::patch_generation::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,24.5,0.0,70.550231,True,False,,,,,,,,
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-nodebb_20260602_160531::patch_generation::0,1,9222ba98-608c-49e8-8a00-e4c41b75cee1,859254d2787a46828f795841f0f607d2,agentbench-nodebb_20260602_160531::patch_generation::0,2026-06-02T21:05:53.079067Z,2026-06-02T21:05:53.167528Z,2026-06-02T21:05:59.129645Z,88.461,6050.5779999999995,9071,180,8960,111,True,0.9877632014110903,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-nodebb_20260602_160531::patch_generation::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,14.0,0.0,67.49037200000001,True,False,,,,,,,,
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-nodebb_20260602_160531::patch_generation::0,2,aae9814e-86b5-4568-83fb-1aa7f9538c79,09ab8e77becf4f78a69930a52a9bff3b,agentbench-nodebb_20260602_160531::patch_generation::0,2026-06-02T21:05:59.281471Z,2026-06-02T21:05:59.501920Z,2026-06-02T21:06:16.454061Z,220.449,17172.59,9511,509,9024,487,True,0.9487961307959205,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-nodebb_20260602_160531::patch_generation::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,52.5,0.0,81.146849,True,False,,,,,,,,
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,review,agentbench-nodebb_20260602_160531::review::0,0,48935919-cfb2-4506-b277-580ba5da50b9,3a0a1049c175454c9862bca282efb9b8,agentbench-nodebb_20260602_160531::review::0,2026-06-02T21:06:16.614014Z,2026-06-02T21:06:16.954218Z,2026-06-02T21:06:24.493869Z,340.204,7879.8550000000005,9516,227,8576,940,True,0.9012189995796553,5,1.0,0.5,1024,review,high-reuse,agentbench-nodebb_20260602_160531::review::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,63.0,0.0,83.930803,True,False,,,,,,,,
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,review,agentbench-nodebb_20260602_160531::review::0,1,8467dbc9-b610-4589-aba2-e27cac1c132d,a04c47e916404353a967d709594d60de,agentbench-nodebb_20260602_160531::review::0,2026-06-02T21:06:24.634612Z,2026-06-02T21:06:24.857363Z,2026-06-02T21:06:28.332621Z,222.751,3698.009,9969,105,9472,497,True,0.9501454508977831,5,1.0,0.5,1024,review,high-reuse,agentbench-nodebb_20260602_160531::review::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,31.5,0.0,73.508679,True,False,,,,,,,,
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,review,agentbench-nodebb_20260602_160531::review::0,2,1936db5a-e3c6-492c-862c-5067b1ff7da6,4b0ffcc8ebfb4abd87c973fb59324036,agentbench-nodebb_20260602_160531::review::0,2026-06-02T21:06:28.474982Z,2026-06-02T21:06:28.522263Z,2026-06-02T21:06:39.393281Z,47.281,10918.298999999999,10108,325,10048,60,True,0.9940641076375148,5,1.0,0.5,1024,review,high-reuse,agentbench-nodebb_20260602_160531::review::0,True,1,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,21.0,0.0,38.722688,True,False,,,,,,,,
agentbench-nodebb_20260602_160531,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,review,agentbench-nodebb_20260602_160531::review::0,3,f2e1c572-16e4-4789-904e-342a390a959d,b05302daf11c4fa2bf596cf7fc733bb6,agentbench-nodebb_20260602_160531::review::0,2026-06-02T21:06:39.537185Z,2026-06-02T21:06:39.718459Z,2026-06-02T21:06:45.580143Z,181.274,6042.958,10549,176,10240,309,True,0.9707081239927955,5,1.0,0.5,1024,review,high-reuse,agentbench-nodebb_20260602_160531::review::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,24.5,0.0,70.807287,True,False,,,,,,,,
