run_id,model,app_variant,run_hint_profile,phase,phase_request_id,subrequest_index,runtime_context_id,sglang_request_id,external_request_id,request_received_timestamp,request_attached_timestamp,request_completed_timestamp,ttft_ms,request_received_to_completed_ms,prompt_tokens,completion_tokens,cached_token_count,recomputed_prefix_tokens,cache_hit,cache_reuse_ratio,hint_priority,hint_reuse_likelihood,hint_latency_sensitivity,hint_expected_output_tokens,hint_agent_phase,hint_profile,hint_probe_id,transfer_request_id_matched,transfer_event_count_for_request,transfer_request_id_source,transfer_device_to_host_kv_mb_for_request,transfer_host_to_device_kv_mb_for_request,transfer_cuda_sync_ms_for_request,transfer_has_device_to_host_for_request,transfer_has_host_to_device_for_request,transfer_time_window_matched,transfer_event_count_for_time_window,transfer_time_window_source,transfer_device_to_host_kv_mb_for_time_window,transfer_host_to_device_kv_mb_for_time_window,transfer_cuda_sync_ms_for_time_window,transfer_has_device_to_host_for_time_window,transfer_has_host_to_device_for_time_window
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,planning,agentbench-qutebrowser_20260602_170812::planning::0,0,72215f36-fbd1-4be5-a757-1a04ce456a7c,59de291736d0424287bb417b17e882e7,agentbench-qutebrowser_20260602_170812::planning::0,2026-06-02T22:08:13.937350Z,2026-06-02T22:08:14.396731Z,2026-06-02T22:08:31.080143Z,459.381,17142.793,9914,500,8512,1402,True,0.8585838208593908,5,1.0,0.5,768,planning,high-reuse,agentbench-qutebrowser_20260602_170812::planning::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,101.5,0.0,99.315135,True,False,,,,,,,,
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,execution,agentbench-qutebrowser_20260602_170812::execution::0,0,122f109c-e315-4fc1-ad59-22b483bbba9d,abba708a0fbe44379774e6884914c126,agentbench-qutebrowser_20260602_170812::execution::0,2026-06-02T22:08:31.253876Z,2026-06-02T22:08:31.822404Z,2026-06-02T22:08:34.469681Z,568.528,3215.805,10431,80,8640,1791,True,0.8283002588438308,5,1.0,0.5,2048,execution,high-reuse,agentbench-qutebrowser_20260602_170812::execution::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,101.5,0.0,97.586758,True,False,,,,,,,,
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,execution,agentbench-qutebrowser_20260602_170812::execution::1,0,93a3189d-17a5-4acf-bc83-0f62870c9868,fc07ac13b0fa4d27ba306ea74da25b0b,agentbench-qutebrowser_20260602_170812::execution::1,2026-06-02T22:08:34.638728Z,2026-06-02T22:08:35.295383Z,2026-06-02T22:08:37.942055Z,656.655,3303.3269999999998,10536,80,8512,2024,True,0.8078967350037966,5,1.0,0.5,2048,execution,high-reuse,agentbench-qutebrowser_20260602_170812::execution::1,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,112.0,0.0,102.325235,True,False,,,,,,,,
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,execution,agentbench-qutebrowser_20260602_170812::execution::2,0,39bab5e2-0d25-485b-83eb-4217d118b5d9,2d89ed7b4bbc491b934fb4931d9e5bf8,agentbench-qutebrowser_20260602_170812::execution::2,2026-06-02T22:08:38.113122Z,2026-06-02T22:08:38.763677Z,2026-06-02T22:08:41.410479Z,650.555,3297.357,10629,80,8704,1925,True,0.8188917113557249,5,1.0,0.5,2048,execution,high-reuse,agentbench-qutebrowser_20260602_170812::execution::2,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,108.5,0.0,100.771264,True,False,,,,,,,,
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-qutebrowser_20260602_170812::patch_generation::0,0,8a302225-53e1-4bc1-9c64-e29d71577288,81f08ab5a31b4ccb9b149832eb2ad57d,agentbench-qutebrowser_20260602_170812::patch_generation::0,2026-06-02T22:08:41.572025Z,2026-06-02T22:08:41.910575Z,2026-06-02T22:08:43.745366Z,338.55,2173.3410000000003,9416,56,8512,904,True,0.9039932030586236,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-qutebrowser_20260602_170812::patch_generation::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,52.5,0.0,81.304037,True,False,,,,,,,,
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-qutebrowser_20260602_170812::patch_generation::0,1,666440d0-97b6-4cfc-808c-90655e979386,7ca1cfceb00d4f65bb366e7956e4ade3,agentbench-qutebrowser_20260602_170812::patch_generation::0,2026-06-02T22:08:43.908472Z,2026-06-02T22:08:44.514252Z,2026-06-02T22:08:56.205425Z,605.78,12296.953,10598,350,9408,1190,True,0.8877146631439894,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-qutebrowser_20260602_170812::patch_generation::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,84.0,0.0,92.234273,True,False,,,,,,,,
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-qutebrowser_20260602_170812::patch_generation::0,2,e3e8eb42-c8e6-41fd-956a-aa766eb8d36d,7b037628414747f68edfe3cc5e614524,agentbench-qutebrowser_20260602_170812::patch_generation::0,2026-06-02T22:08:56.369512Z,2026-06-02T22:08:56.703541Z,2026-06-02T22:09:10.337692Z,334.029,13968.18,11438,407,10560,878,True,0.9232383283790873,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-qutebrowser_20260602_170812::patch_generation::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,70.0,0.0,87.296516,True,False,,,,,,,,
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-qutebrowser_20260602_170812::patch_generation::0,3,0a989ac2-866a-4e90-8eb7-a451132db15d,59335d88d5c2420fa66d64e60dc5c87c,agentbench-qutebrowser_20260602_170812::patch_generation::0,2026-06-02T22:09:10.496315Z,2026-06-02T22:09:10.856415Z,2026-06-02T22:09:11.128358Z,360.09999999999997,632.043,12319,10,11392,927,True,0.9247503855832454,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-qutebrowser_20260602_170812::patch_generation::0,True,1,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,49.0,0.0,48.528907,True,False,,,,,,,,
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,review,agentbench-qutebrowser_20260602_170812::review::0,0,475fd5b7-f567-49f8-aaa3-95e4dc6af552,3f3675aea716477eb35d1ad6a65866f1,agentbench-qutebrowser_20260602_170812::review::0,2026-06-02T22:09:11.290402Z,2026-06-02T22:09:11.629224Z,2026-06-02T22:09:13.464439Z,338.822,2174.0370000000003,9422,56,8512,910,True,0.9034175334323923,5,1.0,0.5,1024,review,high-reuse,agentbench-qutebrowser_20260602_170812::review::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,52.5,0.0,81.175234,True,False,,,,,,,,
agentbench-qutebrowser_20260602_170812,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,review,agentbench-qutebrowser_20260602_170812::review::0,1,1658191b-7a2e-4044-b2cf-bc898417ab23,657ad0b89aed4b5f938e4efb71e1f686,agentbench-qutebrowser_20260602_170812::review::0,2026-06-02T22:09:13.610005Z,2026-06-02T22:09:14.052933Z,2026-06-02T22:09:21.489658Z,442.928,7879.653,10604,223,9408,1196,True,0.8872123726895511,5,1.0,0.5,1024,review,high-reuse,agentbench-qutebrowser_20260602_170812::review::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,77.0,0.0,90.02739199999999,True,False,,,,,,,,
