run_id,model,app_variant,run_hint_profile,phase,phase_request_id,subrequest_index,runtime_context_id,sglang_request_id,external_request_id,request_received_timestamp,request_attached_timestamp,request_completed_timestamp,ttft_ms,request_received_to_completed_ms,prompt_tokens,completion_tokens,cached_token_count,recomputed_prefix_tokens,cache_hit,cache_reuse_ratio,hint_priority,hint_reuse_likelihood,hint_latency_sensitivity,hint_expected_output_tokens,hint_agent_phase,hint_profile,hint_probe_id,transfer_request_id_matched,transfer_event_count_for_request,transfer_request_id_source,transfer_device_to_host_kv_mb_for_request,transfer_host_to_device_kv_mb_for_request,transfer_cuda_sync_ms_for_request,transfer_has_device_to_host_for_request,transfer_has_host_to_device_for_request,transfer_time_window_matched,transfer_event_count_for_time_window,transfer_time_window_source,transfer_device_to_host_kv_mb_for_time_window,transfer_host_to_device_kv_mb_for_time_window,transfer_cuda_sync_ms_for_time_window,transfer_has_device_to_host_for_time_window,transfer_has_host_to_device_for_time_window
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,planning,agentbench-nodebb_20260602_155013::planning::0,0,a62d32da-b073-47eb-b9c9-c723eb5a89b2,1b7ecbdfe81a480f996cf0bd5d91b0ed,agentbench-nodebb_20260602_155013::planning::0,2026-06-02T20:50:14.827026Z,2026-06-02T20:50:15.372310Z,2026-06-02T20:50:26.175263Z,545.284,11348.237,10062,324,8512,1550,True,0.845955078513218,5,1.0,0.5,768,planning,high-reuse,agentbench-nodebb_20260602_155013::planning::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,101.5,0.0,98.535136,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,execution,agentbench-nodebb_20260602_155013::execution::0,0,cbdeb91a-8857-4532-9221-fe1da5f6d6d1,e959976770d24ee4b0595ca510c54432,agentbench-nodebb_20260602_155013::execution::0,2026-06-02T20:50:26.349664Z,2026-06-02T20:50:26.983568Z,2026-06-02T20:50:31.169941Z,633.904,4820.277,10403,126,8512,1891,True,0.8182255118715756,5,1.0,0.5,2048,execution,high-reuse,agentbench-nodebb_20260602_155013::execution::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,108.5,0.0,101.51300599999999,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,execution,agentbench-nodebb_20260602_155013::execution::0,1,74799965-e040-4e76-a4b0-83fcb39231cb,3b0532ade83d4af78c58825435952539,agentbench-nodebb_20260602_155013::execution::0,2026-06-02T20:50:31.319130Z,2026-06-02T20:50:31.428088Z,2026-06-02T20:50:33.472120Z,108.958,2152.99,10597,62,10432,165,True,0.9844295555345852,5,1.0,0.5,2048,execution,high-reuse,agentbench-nodebb_20260602_155013::execution::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,10.5,0.0,66.10344,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,execution,agentbench-nodebb_20260602_155013::execution::0,2,b661e4a2-17d7-41db-b745-695624ec3550,876f2467063c4685a191fe09c6fb6c6b,agentbench-nodebb_20260602_155013::execution::0,2026-06-02T20:50:33.620559Z,2026-06-02T20:50:33.755482Z,2026-06-02T20:50:35.799812Z,134.92299999999997,2179.253,10760,62,10560,200,True,0.9814126394052045,5,1.0,0.5,2048,execution,high-reuse,agentbench-nodebb_20260602_155013::execution::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,14.0,0.0,66.722684,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,execution,agentbench-nodebb_20260602_155013::execution::0,3,0101a28c-4e24-4771-b7ca-a4beb34045f6,4b12fc6aa15d42818101ad787b5ef9a5,agentbench-nodebb_20260602_155013::execution::0,2026-06-02T20:50:35.956181Z,2026-06-02T20:50:36.412108Z,2026-06-02T20:50:37.187269Z,455.927,1231.088,11951,24,10752,1199,True,0.899673667475525,5,1.0,0.5,2048,execution,high-reuse,agentbench-nodebb_20260602_155013::execution::0,True,2,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,66.5,0.0,86.005716,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-nodebb_20260602_155013::patch_generation::0,0,acf98579-175f-4f38-b817-160fa90ab9d2,968aa5b10db543249b1a0dfdd5ce0807,agentbench-nodebb_20260602_155013::patch_generation::0,2026-06-02T20:50:37.358606Z,2026-06-02T20:50:37.575073Z,2026-06-02T20:50:38.575225Z,216.46699999999998,1216.619,8965,32,8512,453,True,0.9494701617401003,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-nodebb_20260602_155013::patch_generation::0,True,1,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,24.5,0.0,39.597353,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-nodebb_20260602_155013::patch_generation::0,1,ddcf0109-39ca-4ef7-9972-7bec6ba7ad9c,e5023dfbc2d34e598747f4f24a42462a,agentbench-nodebb_20260602_155013::patch_generation::0,2026-06-02T20:50:38.708458Z,2026-06-02T20:50:38.754980Z,2026-06-02T20:50:46.378638Z,46.522,7670.18,9020,229,8960,60,True,0.9933481152993349,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-nodebb_20260602_155013::patch_generation::0,True,1,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,14.0,0.0,35.99087,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,patch_generation,agentbench-nodebb_20260602_155013::patch_generation::0,2,679916ae-2810-49fe-b8d1-992d6364bd71,69258d8afd074024af78cc880d2faf34,agentbench-nodebb_20260602_155013::patch_generation::0,2026-06-02T20:50:46.515671Z,2026-06-02T20:50:46.731660Z,2026-06-02T20:50:46.867298Z,215.98899999999998,351.627,9369,6,8960,409,True,0.9563453943857402,5,1.0,0.5,1024,patch_generation,high-reuse,agentbench-nodebb_20260602_155013::patch_generation::0,True,1,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,21.0,0.0,38.354043,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,review,agentbench-nodebb_20260602_155013::review::0,0,de70dcfd-5c5f-44db-b47b-ce4cf787d88e,b015e2f6dc504b7ebfb51d80363b2f3c,agentbench-nodebb_20260602_155013::review::0,2026-06-02T20:50:47.023472Z,2026-06-02T20:50:47.237238Z,2026-06-02T20:50:48.237405Z,213.76600000000002,1213.933,8968,32,8576,392,True,0.9562890276538805,5,1.0,0.5,1024,review,high-reuse,agentbench-nodebb_20260602_155013::review::0,True,1,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,21.0,0.0,38.340835,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,review,agentbench-nodebb_20260602_155013::review::0,1,f1e7b595-4369-4b95-90ee-d8c58910377e,eb2a571143fa4f7eac04fdfa1124c621,agentbench-nodebb_20260602_155013::review::0,2026-06-02T20:50:48.370216Z,2026-06-02T20:50:48.416720Z,2026-06-02T20:50:50.312555Z,46.504,1942.339,9023,57,8960,63,True,0.9930178432893716,5,1.0,0.5,1024,review,high-reuse,agentbench-nodebb_20260602_155013::review::0,True,1,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,3.5,0.0,32.371265,True,False,,,,,,,,
agentbench-nodebb_20260602_155013,Qwen/Qwen2.5-Coder-7B-Instruct,upstream_deploy_coding_agent,high-reuse,review,agentbench-nodebb_20260602_155013::review::0,2,8a49e3dd-be28-44f2-bd4e-4b1a7c819938,b82932fcd208470ba30f7a83b8e0fbe5,agentbench-nodebb_20260602_155013::review::0,2026-06-02T20:50:50.466853Z,2026-06-02T20:50:50.550328Z,2026-06-02T20:50:50.685932Z,83.475,219.079,9108,6,9024,84,True,0.9907773386034255,5,1.0,0.5,1024,review,high-reuse,agentbench-nodebb_20260602_155013::review::0,True,1,sglang_transfer_event.request_id/external_request_id/runtime_context_id/sglang_request_id/hint_probe_id,3.5,0.0,32.367816,True,False,,,,,,,,
